97,Annie Hall,1977,31.53,68.47,True,tt0075686
98,South Park: Bigger Longer & Uncut,1999,35.98,64.02,True,tt0158983
99,Dune,1984,20.84,79.16,True,tt0087182
100,Kingdom of Heaven,2005,11.7,88.3,False,tt0320661
101,Calvary,2014,47.72,52.28,False,tt2234003
102,A Most Wanted Man,2014,32.76,67.24,False,tt1972571
103,Star Wars: Episode I - The Phantom Menace,1999,16.65,83.35,True,tt0120915
104,Christmas Vacation,1989,20.23,79.77,,tt0097958
105,Dope,2015,16.44,83.56,False,tt3850214
106,Serpico,1973,10.4,89.6,False,tt0070666
107,The Girl with the Dragon Tattoo,2011,29.29,70.71,False,tt1568346
108,Searching for Bobby Fischer,1993,14.35,85.65,False,tt0108065
109,Peeping Tom,1960,47.96,52.04,False,tt0054167
110,A Civil Action,1998,5.3,94.7,,tt0120633
111,The Human Stain,2003,36.96,63.04,,tt0308383
112,The Howling,1981,43.37,56.63,True,tt0082533
113,Red Rock West,1993,26.62,73.38,,tt0105226
114,Collateral,2004,14.2,85.8,False,tt0369339
115,Starman,1984,36.91,63.09,False,tt0088172
116,The Sting,1973,3.42,96.58,False,tt0070735
117,Stir of Echoes,1999,29.18,70.82,,tt0164181
118,Modern Problems,1981,45.27,54.73,,tt0082763
119,Maria Full of Grace,2004,67.06,32.94,True,tt0390221
120,My Big Fat Greek Wedding,2002,58.37,41.63,True,tt0259446
121,American Shaolin,1991,0.0,100.0,,tt0101327
122,An American Werewolf in Paris,1997,19.63,80.37,,tt0118604
123,The Cocoanuts,1929,16.47,83.53,False,tt0019777
124,Coal Miner's Daughter,1980,49.35,50.65,True,tt0080549
125,The Company Men,2010,17.27,82.73,,tt1172991
126,Crazylove,2005,58.62,41.38,,tt0416658
127,Conspiracy Theory,1997,32.14,67.86,False,tt0118883
128,Conquest of the Planet of the Apes,1972,0.0,100.0,,tt0068408
129,Safe House,2012,7.96,92.04,,tt1599348
130,Spy Game,2001,6.25,93.75,,tt0266987
131,La Bamba,1987,25.26,74.74,,tt0093378
132,She Wore a Yellow Ribbon,1949,13.89,86.11,,tt0041866
133,King Kong,1933,12.7,87.3,False,tt0024216
134,An Officer and a Gentleman,1982,23.46,76.54,True,tt0084434
135,Predator,1987,4.39,95.61,False,tt0093773
136,The Grey,2011,0.0,100.0,False,tt1601913
137,Grindhouse,2007,26.1,73.9,,tt0462322
138,Raising Arizona,1987,21.34,78.66,True,tt0093822
139,Exorcist: The Beginning,2004,11.85,88.15,,tt0204313
140,Nowhere Boy,2009,44.23,55.77,True,tt1266029
141,Flight,2012,21.82,78.18,True,tt1907668
142,Nothing But a Man,1964,26.97,73.03,,tt0058414
143,Now and Then,1995,100.0,0.0,True,tt0114011
144,City of God,2002,9.2,90.8,False,tt0317248
145,Children of the Corn,1984,24.73,75.27,True,tt0087050
146,Ravenous,1999,0.0,100.0,False,tt0129332
147,The Wrestler,2008,32.23,67.77,False,tt1125849
148,The World Is Not Enough,1999,35.37,64.63,False,tt0143145
149,The Woodsman,2004,3.22,96.78,,tt0361127
150,Wonder Boys,2000,17.03,82.97,,tt0185014
151,Middle of Nowhere,2012,70.81,29.19,,tt1211890
152,Payback,1999,16.14,83.86,False,tt0120784
153,Mighty Joe Young,1998,33.74,66.26,,tt0120751
154,Mighty Morphin Power Rangers: The Movie,1995,29.7,70.3,True,tt0113820
155,Trainspotting,1996,9.52,90.48,False,tt0117951
156,The Fault in Our Stars,2014,54.32,45.68,True,tt2582846
157,Fear and Loathing in Las Vegas,1998,5.67,94.33,False,tt0120669
158,Fatal Instinct,1993,37.87,62.13,True,tt0106873
159,The Grifters,1990,48.49,51.51,,tt0099703
160,Battlefield Earth,2000,0.0,100.0,,tt0185183
161,Lee Daniels' The Butler,2013,25.41,74.59,True,tt1327773
162,The Men Who Stare at Goats,2009,0.0,100.0,False,tt1234548
163,Sullivan's Travels,1941,40.25,59.75,True,tt0034240
164,Back to the Future,1985,11.85,88.15,False,tt0088763
165,Get Hard,2015,10.24,89.76,False,tt2561572
166,Confidence,2003,9.94,90.06,,tt0310910
167,The Cooler,2003,20.65,79.35,,tt0318374
168,Copycat,1995,61.81,38.19,True,tt0112722
169,The Way Back,2010,5.39,94.61,False,tt1023114
170,What Lies Beneath,2000,65.22,34.78,True,tt0161081
171,Clear and Present Danger,1994,4.05,95.95,,tt0109444
172,Cloudy with a Chance of Meatballs,2009,22.15,77.85,False,tt0844471
173,Minions,2015,50.39,49.61,True,tt2293640
174,Phone Booth,2002,9.31,90.69,False,tt0183649
175,28 Days Later...,2002,28.27,71.73,True,tt0289043
176,There's Something About Mary,1998,30.56,69.44,True,tt0129387
177,My Bodyguard,1980,18.61,81.39,,tt0081207
178,Pat Garrett & Billy the Kid,1973,0.0,100.0,,tt0070518
179,Naked Lunch,1991,15.21,84.79,,tt0102511
180,The Aviator,2004,17.66,82.34,False,tt0338751
181,Dead Ringers,1988,47.87,52.13,False,tt0094964
182,Cabin Fever 2: Spring Fever,2009,15.17,84.83,,tt0961722
183,Nick and Norah's Infinite Playlist,2008,26.98,73.02,True,tt0981227
184,Charlie Bartlett,2007,19.93,80.07,False,tt0423977
185,Kids,1995,32.44,67.56,True,tt0113540
186,Kalifornia,1993,38.42,61.58,,tt0107302
187,All About Steve,2009,55.61,44.39,True,tt0881891
188,Jurassic Park,1993,16.29,83.71,True,tt0107290
189,The Life Aquatic with Steve Zissou,2004,13.68,86.32,False,tt0362270
190,The Royal Tenenbaums,2001,20.81,79.19,True,tt0265666
191,Ghost Story,1981,16.39,83.61,,tt0082449
192,Deliver Us from Evil,2014,11.12,88.88,,tt2377322
193,Catch Me If You Can,2002,15.92,84.08,False,tt0264464
194,The Roommate,2011,86.99,13.01,True,tt1265990
195,Memoirs of an Invisible Man,1992,15.31,84.69,,tt0104850
196,The War of the Worlds,1953,17.11,82.89,False,tt0046534
197,American Beauty,1999,40.91,59.09,True,tt0169547
198,Carlito's Way,1993,15.52,84.48,,tt0106519
199,Amelia,2009,55.54,44.46,True,tt1129445
200,Case 39,2009,64.19,35.81,True,tt0795351
201,Casino,1995,14.38,85.62,False,tt0112641
202,The Fog,2005,54.86,45.14,True,tt0432291
203,Fallen,1998,12.35,87.65,,tt0119099
204,Sleepless in Seattle,1993,51.74,48.26,False,tt0108160
205,Six Degrees of Separation,1993,40.35,59.65,,tt0108149
206,The Sixth Sense,1999,22.88,77.12,True,tt0167404
207,Sleepy Hollow,1999,22.69,77.31,True,tt0162661
208,Mr. Turner,2014,33.69,66.31,False,tt2473794
209,Mistress America,2015,84.83,15.17,True,tt2872462
210,Mississippi Grind,2015,16.19,83.81,,tt2349144
211,Me and Earl and the Dying Girl,2015,26.08,73.92,True,tt2582496
212,Star Trek,2009,9.39,90.61,True,tt0796366
213,Basquiat,1996,16.54,83.46,False,tt0115632
214,Matchstick Men,2003,24.01,75.99,,tt0325805
215,The Matrix Reloaded,2003,16.98,83.02,True,tt0234215
216,The Mask,1994,25.49,74.51,False,tt0110475
217,The Matrix,1999,18.97,81.03,True,tt0133093
218,Max Payne,2008,9.59,90.41,True,tt0467197
219,Zero Effect,1998,15.91,84.09,,tt0120906
220,Bean,1997,17.74,82.26,,tt0118689
221,Inside Man,2006,15.2,84.8,True,tt0454848
222,Men in Black,1997,11.36,88.64,False,tt0119654
223,Everly,2014,53.64,46.36,,tt1945084
224,The Drop,2014,19.74,80.26,False,tt1600196
225,Wadjda,2012,87.06,12.94,True,tt2258858
226,Trumbo,2015,21.81,78.19,True,tt3203606
227,Truth,2015,37.38,62.62,,tt3859076
228,The Theory of Everything,2014,30.58,69.42,True,tt2980516
229,The Grand Budapest Hotel,2014,1.26,98.74,False,tt2278388
230,The Abyss,1989,31.68,68.32,True,tt0096754
231,Absolute Power,1997,24.67,75.33,,tt0118548
232,The Assignment,1997,11.28,88.72,,tt0118647
233,Austin Powers: International Man of Mystery,1997,31.2,68.8,False,tt0118655
234,Austin Powers: The Spy Who Shagged Me,1999,21.2,78.8,False,tt0145660
235,The Ninth Gate,1999,21.99,78.01,False,tt0142688
236,Demolition Man,1993,23.13,76.87,False,tt0106697
237,The Hitcher,2007,9.58,90.42,,tt0455960
238,Enter the Dragon,1973,2.09,97.91,,tt0070034
239,The Guard,2011,7.18,92.82,False,tt1540133
240,The Hurt Locker,2008,0.0,100.0,False,tt0887912
241,Narrow Margin,1990,19.38,80.62,,tt0100224
242,Crimson Tide,1995,0.0,100.0,,tt0112740
243,House of Games,1987,46.32,53.68,True,tt0093223
244,Hannibal,2001,29.77,70.23,True,tt0212985
245,Identity Thief,2013,33.6,66.4,False,tt2024432
246,Hellboy,2004,12.84,87.16,False,tt0167190
247,TMNT,2007,12.94,87.06,False,tt0453556
248,Now You See Me,2013,19.38,80.62,False,tt1670345
249,Sweet Smell of Success,1957,18.58,81.42,False,tt0051036
250,The Shining,1980,25.19,74.81,False,tt0081505
251,All God's Children Can Dance,2008,47.07,52.93,,tt0847214
252,The Shipping News,2001,35.24,64.76,,tt0120824
253,Life of Pi,2012,4.01,95.99,False,tt0454876
254,Rolling Thunder,1977,26.51,73.49,,tt0076637
255,Legally Blonde,2001,72.15,27.85,True,tt0250494
256,The Godfather: Part II,1974,13.69,86.31,False,tt0071562
257,Good Luck Chuck,2007,6.94,93.06,,tt0452625
258,Reasonable Doubt,2014,18.33,81.67,,tt2304953
259,Training Day,2001,1.14,98.86,False,tt0139654
260,Little Man Tate,1991,56.64,43.36,,tt0102316
261,The Dark Knight Rises,2012,15.04,84.96,False,tt1345836
262,Only You,1994,68.52,31.48,,tt0110737
263,Yes Man,2008,25.23,74.77,False,tt1068680
264,Year One,2009,11.54,88.46,,tt1045778
265,X-Men,2000,16.92,83.08,False,tt0120903
266,A Dry White Season,1989,15.72,84.28,,tt0097243
267,The Mirror Has Two Faces,1996,55.78,44.22,True,tt0117057
268,Eastern Promises,2007,31.0,69.0,True,tt0765443
269,Easy A,2010,88.81,11.19,True,tt1282140
270,Edtv,1999,26.75,73.25,False,tt0131369
271,Gone Girl,2014,57.31,42.69,True,tt2267998
272,The Good Girl,2002,56.1,43.9,True,tt0279113
273,Good Will Hunting,1997,14.96,85.04,False,tt0119217
274,Gangster Squad,2013,10.47,89.53,False,tt1321870
275,Freddy's Dead: The Final Nightmare,1991,24.75,75.25,False,tt0101917
276,Quills,2000,21.49,78.51,,tt0180073
277,Water for Elephants,2011,18.13,81.87,False,tt1067583
278,Letters to Juliet,2010,55.16,44.84,True,tt0892318
279,War Horse,2011,16.07,83.93,False,tt1568911
280,Warrior,2011,6.42,93.58,False,tt1291584
281,The Leopard Man,1943,41.69,58.31,,tt0036104
282,The Informant!,2009,5.29,94.71,False,tt1130080
283,From Dusk Till Dawn 2: Texas Blood Money,1999,0.0,100.0,,tt0120860
284,Wrong Turn,2003,38.49,61.51,True,tt0295700
285,Hellraiser,1987,41.88,58.12,True,tt0093177
286,Kill Bill: Vol. 2,2004,32.38,67.62,True,tt0378194
287,The Hebrew Hammer,2003,24.1,75.9,,tt0317640
288,Down and Out in Beverly Hills,1986,9.37,90.63,,tt0090966
289,Last Chance Harvey,2008,38.9,61.1,True,tt1046947
290,Land of the Dead,2005,11.65,88.35,,tt0418819
291,Come See the Paradise,1990,39.4,60.6,,tt0099291
292,Larry Crowne,2011,47.46,52.54,,tt1583420
293,Clue,1985,26.75,73.25,True,tt0088930
294,The Last Samurai,2003,1.43,98.57,False,tt0325710
295,This Is 40,2012,46.73,53.27,True,tt1758830
296,Stone,2010,33.03,66.97,,tt1423995
297,Stay,2005,24.94,75.06,,tt0371257
298,The Big Blue,1988,28.27,71.73,,tt0095250
299,Two-Lane Blacktop,1971,34.57,65.43,,tt0067893
300,The Best Exotic Marigold Hotel,2011,43.38,56.62,True,tt1412386
301,Big,1988,27.74,72.26,False,tt0094737
302,Harry Potter and the Half-Blood Prince,2009,17.38,82.62,True,tt0417741
303,Wild Card,2015,20.39,79.61,,tt2231253
304,Caddyshack,1980,20.13,79.87,,tt0080487
305,Anastasia,1997,41.7,58.3,True,tt0118617
306,Scream 2,1997,51.46,48.54,True,tt0120082
307,Alone in the Dark,2005,25.37,74.63,,tt0369226
308,Mortdecai,2015,17.28,82.72,False,tt3045616
309,Indiana Jones and the Kingdom of the Crystal Skull,2008,18.48,81.52,False,tt0367882
310,The Cell,2000,40.87,59.13,False,tt0209958
311,Celeste & Jesse Forever,2012,62.29,37.71,True,tt1405365
312,Cedar Rapids,2011,13.74,86.26,False,tt1477837
313,Cecil B. DeMented,2000,25.87,74.13,True,tt0173716
314,Almost Famous,2000,29.1,70.9,True,tt0181875
315,City of Joy,1992,38.03,61.97,,tt0103976
316,Citizen Kane,1941,16.37,83.63,False,tt0033467
317,Forgetting Sarah Marshall,2008,36.16,63.84,True,tt0800039
318,The Cider House Rules,1999,25.75,74.25,False,tt0124315
319,The Cincinnati Kid,1965,25.72,74.28,,tt0059037
320,Dazed and Confused,1993,25.14,74.86,True,tt0106677
321,Manhattan Murder Mystery,1993,44.82,55.18,True,tt0107507
322,Suffragette,2015,60.77,39.23,True,tt3077214
323,The American,2010,30.77,69.23,False,tt1440728
324,Shifty,2008,9.87,90.13,,tt1104126
325,St. Vincent,2014,25.33,74.67,True,tt2170593
326,Steve Jobs,2015,23.95,76.05,True,tt2080374
327,Spring Breakers,2012,61.75,38.25,True,tt2101441
328,Testament of Youth,2014,62.92,37.08,True,tt1441953
329,Batman Forever,1995,17.3,82.7,False,tt0112462
330,Scooby-Doo,2002,27.02,72.98,True,tt0267913
331,Batman & Robin,1997,30.81,69.19,False,tt0118688
332,Batman Begins,2005,11.86,88.14,False,tt0372784
333,Dolores Claiborne,1995,70.88,29.12,True,tt0109642
334,Super,2010,34.33,65.67,False,tt1512235
335,Midnight Express,1978,5.07,94.93,False,tt0077928
336,Southland Tales,2006,47.02,52.98,True,tt0405336
337,Begin Again,2013,37.87,62.13,True,tt1980929
338,Milk,2008,3.21,96.79,False,tt1013753
339,Metro,1997,8.98,91.02,,tt0119664
340,While We're Young,2014,28.58,71.42,True,tt1791682
341,The Addams Family,1991,57.49,42.51,True,tt0101272
342,Woman in Gold,2015,43.02,56.98,True,tt2404425
343,Wild Tales,2014,37.35,62.65,True,tt3011894
344,Youth,2015,21.17,78.83,False,tt3312830
345,Wreck-It Ralph,2012,30.66,69.34,True,tt1772341
346,Nick of Time,1995,26.2,73.8,,tt0113972
347,Ace Ventura: Pet Detective,1994,25.96,74.04,False,tt0109040
348,The Omega Man,1971,24.79,75.21,,tt0067525
349,The Adjustment Bureau,2011,20.81,79.19,True,tt1385826
350,Affliction,1997,13.98,86.02,,tt0118564
351,Ocean's Twelve,2004,20.99,79.01,False,tt0349903
352,Next Friday,2000,8.08,91.92,,tt0195945
353,The Next Three Days,2010,27.44,72.56,True,tt1458175
354,Any Given Sunday,1999,15.03,84.97,,tt0146838
355,Death Becomes Her,1992,66.15,33.85,True,tt0104070
356,The Lobster,2015,46.98,53.02,True,tt3464902
357,Bed of Roses,1996,60.73,39.27,,tt0115644
358,The Losers,2010,10.82,89.18,False,tt0480255
359,Titanic,1997,37.44,62.56,True,tt0120338
360,Frankenstein,1931,11.19,88.81,False,tt0021884
361,Office Space,1999,8.95,91.05,False,tt0151804
362,Rounders,1998,8.25,91.75,False,tt0128442
363,Transcendence,2014,36.31,63.69,False,tt2209764
364,The Adventures of Tintin,2011,0.0,100.0,False,tt0983193
365,The Keep,1983,30.15,69.85,,tt0085780
366,The Long Goodbye,1973,3.71,96.29,,tt0070334
367,Street Kings,2008,10.21,89.79,,tt0421073
368,MASH,1970,4.25,95.75,,tt0066026
369,Gosford Park,2001,50.31,49.69,True,tt0280707
370,THX 1138,1971,14.19,85.81,False,tt0066434
371,TRON,1982,7.56,92.44,False,tt0084827
372,Taking Lives,2004,65.92,34.08,False,tt0364045
373,Alice in Wonderland,2010,65.12,34.88,True,tt1014759
374,Alien: Resurrection,1997,34.26,65.74,True,tt0118583
375,Light of Day,1987,43.14,56.86,True,tt0093415
376,The Mosquito Coast,1986,18.48,81.52,,tt0091557
377,Old Boyfriends,1979,69.22,30.78,,tt0079660
378,Strange Days,1995,29.6,70.4,True,tt0114558
379,Dredd,2012,35.79,64.21,True,tt1343727
380,Storytelling,2001,29.34,70.66,,tt0250081
381,Goodfellas,1990,21.32,78.68,True,tt0099685
382,Malice,1993,31.86,68.14,,tt0107497
383,Dead Again,1991,25.36,74.64,,tt0101669
384,Total Recall,1990,24.76,75.24,False,tt0100802
385,Risky Business,1983,25.98,74.02,,tt0086200
386,Run All Night,2015,10.55,89.45,False,tt2199571
387,A Nightmare on Elm Street 2: Freddy's Revenge,1985,38.0,62.0,True,tt0089686
388,The Outlaw Josey Wales,1976,9.44,90.56,False,tt0075029
389,The Texas Chainsaw Massacre,2003,28.36,71.64,,tt0324216
390,One Eight Seven,1997,25.29,74.71,,tt0118531
391,On the Waterfront,1954,17.26,82.74,False,tt0047296
392,On Golden Pond,1981,41.17,58.83,,tt0082846
393,The Lazarus Effect,2015,35.66,64.34,True,tt2918436
394,Drag Me to Hell,2009,68.7,31.3,True,tt1127180
395,Drive Angry,2011,35.35,64.65,,tt1502404
396,Memoirs of a Geisha,2005,71.38,28.62,True,tt0397535
397,Memphis Belle,1990,1.27,98.73,,tt0100133
398,Mean Streets,1973,5.02,94.98,False,tt0070379
399,Melvin and Howard,1980,29.78,70.22,,tt0081150
400,Mean Girls,2004,82.1,17.9,True,tt0377092
401,Maverick,1994,21.79,78.21,,tt0110478
402,A.I. Artificial Intelligence,2001,21.76,78.24,False,tt0212720
403,Eight Legged Freaks,2002,34.35,65.65,,tt0271367
404,Election,1999,39.0,61.0,True,tt0126886
405,Whiplash,2014,5.59,94.41,False,tt2582802
406,The Lunchbox,2013,37.08,62.92,True,tt2350496
407,Grand Hotel,1932,25.93,74.07,True,tt0022958
408,The Graduate,1967,29.84,70.16,False,tt0061722
409,Gran Torino,2008,12.09,87.91,False,tt1205489
410,Sin Nombre,2009,30.19,69.81,,tt1127715
411,22 Jump Street,2014,16.0,84.0,False,tt2294449
412,Southpaw,2015,18.17,81.83,False,tt1798684
413,Léon: The Professional,1994,37.35,62.65,True,tt0110413
414,Legionnaire,1998,4.32,95.68,,tt0126388
415,Legend,1985,16.94,83.06,True,tt0089469
416,Heavenly Creatures,1994,91.94,8.06,True,tt0110005
417,Boys on the Side,1995,84.12,15.88,True,tt0112571
418,Lake Placid,1999,37.02,62.98,,tt0139414
419,The Lego Movie,2014,15.98,84.02,True,tt1490017
420,Rabid,1977,23.78,76.22,,tt0076590
421,Aliens vs. Predator: Requiem,2007,29.44,70.56,,tt0758730
422,Old School,2003,11.64,88.36,False,tt0302886
423,Predator 2,1990,12.4,87.6,False,tt0100403
424,Stranger Than Fiction,2006,43.71,56.29,True,tt0420223
425,Predators,2010,22.16,77.84,False,tt1424381
426,True Crime,1999,26.57,73.43,,tt0139668
427,Beloved,1998,69.27,30.73,True,tt0120603
428,The Believer,2001,19.78,80.22,,tt0247199
429,Being There,1979,27.51,72.49,False,tt0078841
430,28 Days,2000,70.92,29.08,True,tt0191754
431,Margaret,2011,68.5,31.5,True,tt0466893
432,3:10 to Yuma,2007,2.48,97.52,False,tt0381849
433,Benny & Joon,1993,23.46,76.54,,tt0106387
434,Something Wicked This Way Comes,1983,13.45,86.55,,tt0086336
435,The Wedding Date,2005,57.31,42.69,True,tt0372532
436,Some Like It Hot,1959,24.99,75.01,True,tt0053291
437,Octopussy,1983,5.07,94.93,False,tt0086034
438,Somewhere in Time,1980,26.21,73.79,False,tt0081534
439,Tucker and Dale vs. Evil,2010,20.62,79.38,True,tt1465522
440,Burning Annie,2004,31.3,68.7,,tt0307879
441,The Butterfly Effect,2004,27.76,72.24,False,tt0289879
442,Maps to the Stars,2014,55.18,44.82,True,tt2172584
443,17 Again,2009,22.88,77.12,True,tt0974661
444,Rush Hour 2,2001,9.79,90.21,,tt0266915
445,Buried,2010,5.96,94.04,False,tt1462758
446,Bull Durham,1988,39.08,60.92,,tt0094812
447,Rust and Bone,2012,45.3,54.7,,tt2053425
448,Burlesque,2010,60.42,39.58,True,tt1126591
449,Constantine,2005,30.16,69.84,False,tt0360486
450,Code of Silence,1985,12.26,87.74,,tt0088936
451,Cobb,1994,4.57,95.43,,tt0109450
452,Confessions of a Dangerous Mind,2002,25.53,74.47,False,tt0270288
453,Collateral Damage,2002,10.02,89.98,,tt0233469
454,Martha Marcy May Marlene,2011,69.2,30.8,True,tt1441326
455,Margin Call,2011,9.01,90.99,False,tt1615147
456,Margot at the Wedding,2007,67.42,32.58,True,tt0757361
457,Marley & Me,2008,36.41,63.59,False,tt0822832
458,Sideways,2004,18.16,81.84,True,tt0375063
459,Promised Land,2012,19.98,80.02,,tt2091473
460,Shrek,2001,16.01,83.99,False,tt0126029
461,Room,2015,61.12,38.88,True,tt3170832
462,The Siege,1998,26.06,73.94,,tt0133952
463,Slow West,2015,0.0,100.0,False,tt3205376
464,xXx,2002,12.05,87.95,False,tt0295701
465,Cherry Falls,2000,55.92,44.08,True,tt0175526
466,Arthur,1981,35.18,64.82,,tt0082031
467,As Good as It Gets,1997,34.78,65.22,True,tt0119822
468,Tall in the Saddle,1944,23.82,76.18,,tt0037343
469,Assassins,1995,25.98,74.02,False,tt0112401
470,Made in Dagenham,2010,64.68,35.32,True,tt1371155
471,Man on Fire,2004,28.19,71.81,,tt0328107
472,Man Trouble,1992,39.5,60.5,,tt0104804
473,Viridiana,1961,44.5,55.5,,tt0055601
474,The Lady from Shanghai,1947,25.25,74.75,,tt0040525
475,The Illusionist,2006,9.78,90.22,False,tt0443543
476,Malcolm X,1992,9.64,90.36,True,tt0104797
477,Malibu's Most Wanted,2003,13.6,86.4,,tt0328099
478,The Hunger Games,2012,45.23,54.77,True,tt1392170
479,Ocean's Eleven,2001,4.98,95.02,False,tt0240772
480,Obsessed,2009,42.36,57.64,,tt1198138
481,Observe and Report,2009,19.64,80.36,,tt1197628
482,Oblivion,2013,38.3,61.7,True,tt1483013
483,Nurse Betty,2000,43.03,56.97,,tt0171580
484,Never Been Kissed,1999,65.11,34.89,True,tt0151738
485,Notting Hill,1999,36.54,63.46,True,tt0125439
