0,A Clockwork Orange,1971,6.19,93.81,False,tt0066921,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg
1,Carrie,2013,66.7,33.3,True,tt1939659,https://images-na.ssl-images-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_SX300.jpg
2,Wild Bill,1995,9.77,90.23,,tt0114938,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0MjI4NDkyOF5BMl5BanBnXkFtZTcwNzQ0NTg3NA@@._V1_SX300.jpg
3,No Country for Old Men,2007,14.6,85.4,True,tt0477348,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg
4,Prom Night,1980,63.6,36.4,,tt0081383,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MGI1NzItZTc3Mi00NWVmLTk4NGMtYmFkZjg3YjRhNmM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
5,Magnum Force,1973,8.23,91.77,,tt0070355,https://images-na.ssl-images-amazon.com/images/M/MV5BOGIyM2IzZjMtNWMxNy00ZGMwLWFmMmEtMzNkODMxZTU2YjcwXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg
6,Ouija,2014,75.49,24.51,True,tt1204977,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1NzcwMTU5MF5BMl5BanBnXkFtZTgwOTE5MzEyMjE@._V1_SX300.jpg
7,All the Boys Love Mandy Lane,2006,50.14,49.86,,tt0490076,https://images-na.ssl-images-amazon.com/images/M/MV5BMzM0MjU1MzUzMF5BMl5BanBnXkFtZTcwMjcwNDQyOQ@@._V1_SX300.jpg
8,"O Brother,Where Art Thou?",2000,3.56,96.44,,tt0190590,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTEwMTAzMF5BMl5BanBnXkFtZTYwMTMxNTI5._V1_SX300.jpg
9,Frances,1982,59.43,40.57,True,tt0083967,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5OTYyNjIwMzZeQTJeQWpwZ15BbWU3MDE3NTU2MjE@._V1_SX300.jpg
